"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"13:19:28:706","64385040731556"," 310.838","  42.453"," 3100"," 3000"," 3100"," 3100","  15.558","3876.435","1076.787","  13.950","3360.420"," 933.450"," 99","0"," 90","100","   0.950"," 251.191","  69.775","  28.000","  800","  800"
"13:19:28:806","64385312277564"," 310.938","  43.223"," 3100"," 2900"," 3100"," 3100","  15.674","3878.011","1077.225","  14.072","3361.836"," 933.843"," 96","0"," 92"," 99","   0.887"," 251.280","  69.800","  28.000","  800","  800"
"13:19:28:907","64385582789910"," 311.038","  46.561"," 3100"," 3000"," 3100"," 3100","  15.300","3879.544","1077.651","  13.702","3363.208"," 934.225"," 95","0"," 90"," 99","   0.906"," 251.371","  69.825","  28.000","  800","  800"
"13:19:29:007","64385853314502"," 311.138","  47.961"," 3099"," 2900"," 3100"," 3100","  16.281","3881.176","1078.104","  14.039","3364.615"," 934.615"," 99","0"," 93"," 99","   1.187"," 251.490","  69.858","  28.000","  550","  550"
"13:19:29:107","64386123414117"," 311.239","  40.525"," 3100"," 3000"," 3100"," 3100","  15.499","3882.726","1078.535","  13.054","3365.921"," 934.978"," 98","0"," 90"," 99","   0.960"," 251.586","  69.885","  28.000","  550","  550"
"13:19:29:207","64386393971676"," 311.339","  41.142"," 3100"," 2900"," 3100"," 3100","  15.401","3884.269","1078.964","  12.946","3367.218"," 935.338"," 97","0"," 91"," 99","   0.939"," 251.680","  69.911","  28.000","  550","  550"
"13:19:29:308","64386665477010"," 311.439","  48.240"," 3096"," 2900"," 3100"," 3100","  17.077","3885.987","1079.441","  14.091","3368.635"," 935.732"," 96","0"," 92"," 98","   1.317"," 251.812","  69.948","  28.000","  850","  850"
"13:19:29:408","64386937556265"," 311.540","  43.621"," 3098"," 2900"," 3100"," 3100","  15.905","3887.589","1079.886","  13.305","3369.976"," 936.104"," 97","0"," 91"," 98","   1.153"," 251.928","  69.980","  28.000","  800","  800"
"13:19:29:508","64387207740279"," 311.640","  38.552"," 3099"," 2900"," 3100"," 3100","  14.784","3889.069","1080.297","  12.341","3371.211"," 936.447"," 96","0"," 90"," 98","   0.973"," 252.026","  70.007","  28.000","  800","  800"
"13:19:29:609","64387477867980"," 311.740","  40.811"," 3100"," 2900"," 3100"," 3100","  15.177","3890.587","1080.719","  12.756","3372.487"," 936.802"," 95","0"," 90"," 99","   0.919"," 252.118","  70.033","  28.000","  800","  800"
"13:19:29:709","64387748015337"," 311.840","  38.969"," 3100"," 2900"," 3100"," 3100","  14.762","3892.064","1081.129","  12.337","3373.721"," 937.145"," 95","0"," 90"," 98","   0.903"," 252.208","  70.058","  28.000","  800","  800"
"13:19:29:809","64388018172117"," 311.940","  41.925"," 3100"," 2900"," 3100"," 3098","  15.119","3893.577","1081.549","  12.710","3374.993"," 937.498"," 97","0"," 91"," 98","   0.927"," 252.301","  70.084","  28.000","  800","  800"
"13:19:29:910","64388290942521"," 312.041","  43.414"," 3099"," 2900"," 3100"," 3100","  15.713","3895.164","1081.990","  13.184","3376.325"," 937.868"," 96","0"," 91"," 99","   1.096"," 252.412","  70.114","  28.000","  700","  700"
"13:19:30:011","64388563719066"," 312.142","  39.945"," 3100"," 2900"," 3100"," 3100","  14.967","3896.677","1082.410","  12.532","3377.591"," 938.220"," 94","0"," 91"," 98","   0.931"," 252.506","  70.140","  28.000","  700","  700"
"13:19:30:111","64388833969179"," 312.242","  40.210"," 3100"," 3000"," 3100"," 3100","  15.181","3898.196","1082.832","  12.756","3378.868"," 938.574"," 95","0"," 90"," 98","   0.912"," 252.597","  70.166","  28.000","  700","  700"
"13:19:30:211","64389105296178"," 312.343","  72.196"," 3100"," 3000"," 3100"," 3100","  18.989","3900.104","1083.362","  16.555","3380.531"," 939.037"," 99","0"," 92","100","   1.352"," 252.733","  70.204","  28.000","  700","  700"
"13:19:30:311","64389375326445"," 312.443","  57.166"," 3098"," 2900"," 3100"," 3100","  19.008","3902.005","1083.890","  16.014","3382.133"," 939.481"," 98","0"," 94","102","   1.455"," 252.878","  70.244","  28.000","  850","  850"
"13:19:30:412","64389647781429"," 312.544","  42.870"," 3099"," 2900"," 3100"," 3100","  16.026","3903.622","1084.340","  13.387","3383.484"," 939.857"," 96","0"," 92"," 98","   1.158"," 252.995","  70.276","  28.000","  650","  650"
"13:19:30:512","64389917868687"," 312.644","  41.657"," 3100"," 2900"," 3100"," 3100","  15.239","3905.147","1084.763","  12.819","3384.766"," 940.213"," 97","0"," 92"," 98","   0.953"," 253.090","  70.303","  28.000","  650","  650"
"13:19:30:613","64390190643993"," 312.745","  41.051"," 3099"," 2900"," 3100"," 3100","  15.253","3906.688","1085.191","  12.830","3386.062"," 940.573"," 96","0"," 90"," 99","   0.935"," 253.185","  70.329","  28.000","  650","  650"
"13:19:30:713","64390461246915"," 312.845","  39.984"," 3100"," 3000"," 3100"," 3100","  15.074","3908.199","1085.611","  12.649","3387.330"," 940.925"," 96","0"," 90"," 98","   0.896"," 253.275","  70.354","  28.000","  650","  650"
"13:19:30:814","64390731615936"," 312.945","  45.255"," 3099"," 2900"," 3100"," 3100","  16.024","3909.803","1086.056","  13.503","3388.682"," 941.301"," 97","0"," 90"," 99","   1.089"," 253.384","  70.384","  28.000","  500","  500"
"13:19:30:914","64391001677991"," 313.045","  53.748"," 3099"," 2900"," 3100"," 3100","  16.783","3911.482","1086.523","  14.323","3390.115"," 941.699","100","0"," 92","100","   1.170"," 253.501","  70.417","  28.000","  500","  500"
"13:19:31:015","64391274087789"," 313.146","  88.574"," 3100"," 2900"," 3100"," 3100","  19.752","3913.475","1087.076","  17.504","3391.881"," 942.189"," 96","0"," 96","103","   1.519"," 253.654","  70.459","  28.000","  500","  500"
"13:19:31:115","64391544379095"," 313.246","  45.232"," 3096"," 1700"," 3100"," 3097","  15.773","3915.054","1087.515","  13.586","3393.241"," 942.567"," 98","0"," 92","101","   1.005"," 253.755","  70.487","  28.000","  500","  500"
"13:19:31:215","64391814684942"," 313.346","  40.022"," 3099"," 2900"," 3100"," 3100","  14.879","3916.543","1087.929","  12.468","3394.489"," 942.914"," 93","0"," 90","100","   0.899"," 253.845","  70.512","  28.000","  500","  500"
"13:19:31:316","64392087522951"," 313.447","  49.137"," 3095"," 2900"," 3100"," 3100","  17.278","3918.289","1088.414","  14.229","3395.927"," 943.313"," 96","0"," 92"," 99","   1.386"," 253.985","  70.551","  28.000","  850","  850"
"13:19:31:416","64392357927180"," 313.548","  43.557"," 3100"," 2900"," 3100"," 3100","  15.691","3919.861","1088.850","  13.239","3397.253"," 943.681"," 95","0"," 93"," 99","   1.050"," 254.090","  70.581","  28.000","  850","  850"
"13:19:31:516","64392628487751"," 313.648","  39.059"," 3100"," 2900"," 3100"," 3100","  15.163","3921.380","1089.272","  12.716","3398.527"," 944.035"," 98","0"," 91"," 99","   0.928"," 254.183","  70.606","  28.000","  850","  850"
"13:19:31:616","64392898621185"," 313.748","  42.803"," 3100"," 3000"," 3100"," 3100","  15.346","3922.916","1089.699","  12.929","3399.821"," 944.395"," 97","0"," 91"," 98","   0.966"," 254.279","  70.633","  28.000","  850","  850"
"13:19:31:716","64393168709430"," 313.848","  38.992"," 3100"," 2900"," 3100"," 3100","  14.692","3924.385","1090.107","  12.267","3401.048"," 944.736"," 98","0"," 90"," 99","   0.894"," 254.369","  70.658","  28.000","  850","  850"
"13:19:31:816","64393438958166"," 313.948","  44.755"," 3100"," 2900"," 3100"," 3100","  15.989","3925.986","1090.552","  13.428","3402.392"," 945.109"," 96","0"," 92"," 99","   1.086"," 254.478","  70.688","  28.000","  800","  800"
"13:19:31:917","64393711734723"," 314.049","  42.256"," 3100"," 2900"," 3100"," 3100","  15.372","3927.539","1090.983","  12.927","3403.698"," 945.472"," 97","0"," 90"," 98","   1.014"," 254.580","  70.717","  28.000","  800","  800"
"13:19:32:018","64393982230251"," 314.149","  53.716"," 3100"," 3000"," 3100"," 3100","  16.683","3929.210","1091.447","  14.259","3405.127"," 945.869","100","0"," 90","100","   1.020"," 254.682","  70.745","  28.000","  800","  800"
"13:19:32:118","64394252350812"," 314.249","  66.332"," 3100"," 3000"," 3100"," 3100","  18.369","3931.048","1091.958","  15.965","3406.724"," 946.312","100","0"," 96","100","   1.108"," 254.793","  70.776","  28.000","  800","  800"
"13:19:32:219","64394525129727"," 314.350","  62.791"," 3100"," 3000"," 3100"," 3100","  17.510","3932.817","1092.449","  15.099","3408.249"," 946.736"," 95","0"," 92","101","   1.038"," 254.898","  70.805","  28.000","  800","  800"
"13:19:32:319","64394795580588"," 314.450","  40.754"," 3097"," 2900"," 3100"," 3100","  15.315","3934.351","1092.875","  13.092","3409.561"," 947.100"," 98","0"," 90"," 99","   1.046"," 255.003","  70.834","  28.000","  650","  650"
"13:19:32:420","64395068344491"," 314.552","  50.318"," 3098"," 2900"," 3100"," 3099","  17.651","3936.134","1093.371","  14.796","3411.055"," 947.515"," 98","0"," 90"," 99","   1.340"," 255.138","  70.872","  28.000","  850","  850"
"13:19:32:520","64395338482467"," 314.652","  46.776"," 3099"," 3000"," 3100"," 3100","  15.439","3937.679","1093.800","  13.833","3412.439"," 947.900"," 95","0"," 93"," 99","   0.941"," 255.232","  70.898","  28.000","  850","  850"
"13:19:32:621","64395611114853"," 314.753","  59.978"," 3100"," 3000"," 3100"," 3100","  16.917","3939.387","1094.274","  15.298","3413.984"," 948.329","100","0"," 90","101","   1.098"," 255.343","  70.929","  28.000","  850","  850"
"13:19:32:721","64395881577960"," 314.853","  58.330"," 3100"," 3000"," 3100"," 3100","  18.088","3941.199","1094.777","  16.011","3415.588"," 948.774"," 98","0"," 92","102","   1.241"," 255.467","  70.963","  28.000","  750","  750"
"13:19:32:821","64396152068376"," 314.953","  45.222"," 3099"," 3000"," 3100"," 3100","  15.663","3942.768","1095.213","  14.070","3416.997"," 949.166"," 96","0"," 92","100","   0.943"," 255.562","  70.989","  28.000","  750","  750"
"13:19:32:922","64396424621310"," 315.054","  42.843"," 3099"," 2800"," 3100"," 3100","  15.295","3944.312","1095.642","  13.691","3418.380"," 949.550"," 98","0"," 91","100","   0.926"," 255.655","  71.015","  28.000","  750","  750"
"13:19:33:022","64396694953590"," 315.154","  42.699"," 3100"," 3000"," 3100"," 3100","  16.041","3945.918","1096.088","  14.452","3419.826"," 949.952"," 95","0"," 93","101","   0.761"," 255.732","  71.037","  28.000","  750","  750"
"13:19:33:123","64396965670542"," 315.254","  43.006"," 3099"," 2900"," 3100"," 3100","  16.283","3947.551","1096.542","  14.609","3421.291"," 950.359"," 96","0"," 92","101","   0.860"," 255.818","  71.060","  28.000","  600","  600"
"13:19:33:224","64397238435927"," 315.355","  43.972"," 3099"," 2900"," 3100"," 3100","  16.266","3949.194","1096.998","  14.643","3422.771"," 950.770"," 97","0"," 91","101","   0.881"," 255.907","  71.085","  28.000","  600","  600"
"13:19:33:324","64397508703446"," 315.455","  47.516"," 3093"," 2900"," 3100"," 3100","  17.530","3950.949","1097.486","  15.339","3424.306"," 951.196"," 97","0"," 92","101","   1.187"," 256.026","  71.118","  28.000","  850","  850"
"13:19:33:424","64397778880575"," 315.555","  45.261"," 3100"," 3000"," 3100"," 3100","  16.772","3952.627","1097.952","  15.158","3425.823"," 951.617","100","0"," 92","101","   0.881"," 256.114","  71.143","  28.000","  850","  850"
"13:19:33:524","64398049012827"," 315.655","  43.222"," 3099"," 2900"," 3100"," 3100","  15.929","3954.221","1098.395","  14.323","3427.256"," 952.016"," 99","0"," 93","101","   0.825"," 256.196","  71.166","  28.000","  850","  850"
"13:19:33:624","64398319099746"," 315.756","  43.875"," 3098"," 2900"," 3100"," 3100","  16.338","3955.855","1098.849","  14.578","3428.714"," 952.421"," 96","0"," 90","102","   0.928"," 256.289","  71.191","  28.000","  800","  800"
"13:19:33:724","64398589595577"," 315.856","  40.705"," 3099"," 3000"," 3100"," 3100","  16.181","3957.476","1099.299","  14.543","3430.171"," 952.825"," 99","0"," 90","102","   0.834"," 256.373","  71.215","  28.000","  800","  800"
"13:19:33:824","64398859667805"," 315.956","  41.753"," 3099"," 3000"," 3100"," 3100","  15.927","3959.069","1099.741","  14.325","3431.604"," 953.223"," 96","0"," 90","101","   0.782"," 256.451","  71.236","  28.000","  800","  800"
"13:19:33:924","64399130178483"," 316.056","  41.499"," 3100"," 3000"," 3100"," 3100","  15.669","3960.639","1100.177","  14.078","3433.015"," 953.615"," 99","0"," 91","102","   0.792"," 256.530","  71.258","  28.000","  800","  800"
"13:19:34:024","64399400352615"," 316.156","  44.541"," 3099"," 3000"," 3100"," 3100","  16.918","3962.332","1100.648","  15.203","3434.536"," 954.038"," 99","0"," 91","101","   0.916"," 256.622","  71.284","  28.000","  700","  700"
"13:19:34:124","64399670533137"," 316.256","  41.559"," 3099"," 3000"," 3100"," 3098","  16.000","3963.933","1101.092","  14.371","3435.974"," 954.437"," 99","0"," 91","102","   0.848"," 256.707","  71.307","  28.000","  700","  700"
"13:19:34:225","64399941021033"," 316.356","  41.310"," 3100"," 3000"," 3100"," 3100","  15.883","3965.524","1101.534","  14.274","3437.404"," 954.834","100","0"," 91","102","   0.768"," 256.784","  71.329","  28.000","  700","  700"
"13:19:34:325","64400211182325"," 316.456","  47.797"," 3099"," 3000"," 3100"," 3100","  16.809","3967.206","1102.002","  14.903","3438.895"," 955.249"," 98","0"," 90","101","   1.173"," 256.901","  71.361","  28.000","  650","  650"
"13:19:34:425","64400481474936"," 316.556","  43.099"," 3099"," 2900"," 3100"," 3100","  15.851","3968.793","1102.442","  14.033","3440.300"," 955.639"," 99","0"," 90","101","   1.016"," 257.003","  71.390","  28.000","  650","  650"
"13:19:34:525","64400751778938"," 316.657","  41.448"," 3099"," 3000"," 3100"," 3100","  15.759","3970.371","1102.881","  14.153","3441.717"," 956.032"," 98","0"," 91","102","   0.836"," 257.087","  71.413","  28.000","  650","  650"
"13:19:34:625","64401022294458"," 316.757","  40.244"," 3100"," 3000"," 3100"," 3100","  15.546","3971.928","1103.313","  13.961","3443.116"," 956.421"," 99","0"," 91","101","   0.757"," 257.162","  71.434","  28.000","  650","  650"
"13:19:34:725","64401292695003"," 316.857","  40.630"," 3100"," 3000"," 3100"," 3100","  15.786","3973.509","1103.753","  14.177","3444.535"," 956.815"," 96","0"," 90","102","   0.767"," 257.239","  71.455","  28.000","  650","  650"
"13:19:34:825","64401562791024"," 316.957","  43.527"," 3099"," 3000"," 3100"," 3100","  16.188","3975.128","1104.202","  14.515","3445.987"," 957.219"," 96","0"," 91","101","   0.910"," 257.330","  71.481","  28.000","  500","  500"
"13:19:34:925","64401833167968"," 317.057","  40.817"," 3100"," 3000"," 3100"," 3098","  15.689","3976.700","1104.639","  14.097","3447.399"," 957.611"," 98","0"," 91","102","   0.818"," 257.412","  71.503","  28.000","  500","  500"
"13:19:35:025","64402103267409"," 317.157","  40.969"," 3100"," 2900"," 3100"," 3098","  15.562","3978.256","1105.071","  13.952","3448.795"," 957.999","100","0"," 92","102","   0.770"," 257.489","  71.525","  28.000","  500","  500"
"13:19:35:126","64402373768913"," 317.257","  43.290"," 3098"," 2800"," 3100"," 3100","  15.556","3979.815","1105.504","  13.709","3450.168"," 958.380"," 98","0"," 90","100","   0.873"," 257.577","  71.549","  28.000","  500","  500"
"13:19:35:226","64402644786177"," 317.358","  42.939"," 3099"," 2900"," 3100"," 3098","  15.603","3981.381","1105.939","  13.910","3451.564"," 958.768"," 96","0"," 90","100","   0.936"," 257.671","  71.575","  28.000","  500","  500"
"13:19:35:326","64402915212009"," 317.458","  51.193"," 3097"," 2900"," 3100"," 3100","  17.507","3983.134","1106.426","  15.286","3453.095"," 959.193"," 95","0"," 92"," 99","   1.397"," 257.811","  71.614","  28.000","  850","  850"
"13:19:35:426","64403185620477"," 317.558","  41.576"," 3099"," 2900"," 3100"," 3098","  15.195","3984.656","1106.849","  13.591","3454.457"," 959.571"," 98","0"," 90","100","   0.934"," 257.904","  71.640","  28.000","  850","  850"
"13:19:35:526","64403455823985"," 317.658","  42.973"," 3098"," 2900"," 3100"," 3098","  15.394","3986.197","1107.277","  13.807","3455.838"," 959.955"," 96","0"," 93","100","   0.864"," 257.991","  71.664","  28.000","  850","  850"
"13:19:35:627","64403726189988"," 317.758","  41.580"," 3099"," 3000"," 3100"," 3098","  15.253","3987.724","1107.701","  13.597","3457.200"," 960.333"," 96","0"," 92","100","   0.862"," 258.077","  71.688","  28.000","  850","  850"
"13:19:35:727","64403996538648"," 317.858","  45.526"," 3098"," 2900"," 3100"," 3098","  15.748","3989.301","1108.139","  13.746","3458.576"," 960.716"," 96","0"," 93","100","   1.042"," 258.181","  71.717","  28.000","  800","  800"
"13:19:35:827","64404266819163"," 317.958","  41.693"," 3100"," 2900"," 3100"," 3100","  15.381","3990.841","1108.567","  13.774","3459.955"," 961.099"," 99","0"," 93","100","   0.904"," 258.272","  71.742","  28.000","  800","  800"
"13:19:35:927","64404536943903"," 318.058","  41.711"," 3099"," 2900"," 3100"," 3100","  15.408","3992.382","1108.995","  13.807","3461.336"," 961.482"," 99","0"," 90","100","   0.846"," 258.357","  71.766","  28.000","  800","  800"
"13:19:36:027","64404807337971"," 318.159","  45.278"," 3099"," 3000"," 3100"," 3100","  15.215","3993.906","1109.418","  13.617","3462.700"," 961.861"," 97","0"," 91","100","   0.915"," 258.448","  71.791","  28.000","  800","  800"
"13:19:36:127","64405077789648"," 318.259","  52.467"," 3098"," 2900"," 3100"," 3100","  16.621","3995.571","1109.881","  14.817","3464.184"," 962.273"," 99","0"," 92","100","   1.164"," 258.565","  71.824","  28.000","  600","  600"
"13:19:36:228","64405350239694"," 318.360","  66.366"," 3099"," 3000"," 3100"," 3099","  18.437","3997.431","1110.398","  16.721","3465.872"," 962.742","100","0"," 95","102","   1.230"," 258.689","  71.858","  28.000","  600","  600"
"13:19:36:328","64405620700410"," 318.460","  57.055"," 3100"," 3000"," 3100"," 3100","  17.892","3999.223","1110.895","  15.567","3467.431"," 963.175"," 98","0"," 92","101","   1.428"," 258.832","  71.898","  28.000","  850","  850"
"13:19:36:428","64405891137576"," 318.560","  41.076"," 3099"," 3000"," 3100"," 3100","  15.191","4000.745","1111.318","  13.591","3468.792"," 963.553"," 97","0"," 90","100","   0.902"," 258.922","  71.923","  28.000","  850","  850"
"13:19:36:528","64406161400040"," 318.660","  44.517"," 3100"," 3000"," 3100"," 3098","  15.490","4002.295","1111.749","  13.882","3470.182"," 963.939","100","0"," 92","100","   0.932"," 259.015","  71.949","  28.000","  850","  850"
"13:19:36:629","64406431527465"," 318.760","  41.452"," 3099"," 3000"," 3100"," 3100","  15.425","4003.839","1112.177","  13.656","3471.548"," 964.319"," 99","0"," 91","101","   0.907"," 259.106","  71.974","  28.000","  800","  800"
"13:19:36:729","64406701998324"," 318.860","  43.458"," 3100"," 3000"," 3100"," 3098","  15.955","4005.437","1112.621","  14.343","3472.985"," 964.718"," 98","0"," 90","101","   0.853"," 259.192","  71.998","  28.000","  800","  800"
"13:19:36:829","64406972093013"," 318.960","  40.064"," 3099"," 2900"," 3100"," 3100","  15.681","4007.005","1113.057","  14.075","3474.393"," 965.109"," 98","0"," 90","101","   0.770"," 259.269","  72.019","  28.000","  800","  800"
"13:19:36:929","64407242162079"," 319.060","  42.136"," 3100"," 2900"," 3100"," 3100","  15.762","4008.582","1113.495","  14.155","3475.808"," 965.502"," 98","0"," 93","101","   0.782"," 259.347","  72.041","  28.000","  800","  800"
"13:19:37:029","64407512287209"," 319.160","  44.350"," 3099"," 2900"," 3100"," 3100","  16.139","4010.197","1113.944","  14.437","3477.253"," 965.904"," 98","0"," 91","101","   0.963"," 259.443","  72.068","  28.000","  700","  700"
"13:19:37:129","64407782391231"," 319.261","  41.243"," 3100"," 3000"," 3100"," 3100","  15.649","4011.762","1114.378","  14.053","3478.659"," 966.294"," 98","0"," 91","101","   0.774"," 259.521","  72.089","  28.000","  700","  700"
"13:19:37:229","64408052754456"," 319.361","  39.981"," 3100"," 3000"," 3100"," 3100","  15.538","4013.318","1114.811","  13.938","3480.054"," 966.682"," 99","0"," 90","101","   0.757"," 259.596","  72.110","  28.000","  700","  700"
"13:19:37:329","64408323235413"," 319.461","  48.069"," 3091"," 2900"," 3100"," 3100","  17.420","4015.063","1115.295","  15.228","3481.580"," 967.106"," 99","0"," 93","101","   1.205"," 259.717","  72.144","  28.000","  850","  850"
"13:19:37:429","64408593734385"," 319.561","  42.282"," 3098"," 2900"," 3100"," 3098","  16.101","4016.676","1115.743","  14.277","3483.010"," 967.503"," 98","0"," 91","101","   1.030"," 259.820","  72.172","  28.000","  650","  650"
"13:19:37:529","64408864085157"," 319.661","  41.114"," 3100"," 3000"," 3100"," 3100","  15.876","4018.266","1116.185","  14.261","3484.438"," 967.899"," 99","0"," 90","102","   0.805"," 259.901","  72.195","  28.000","  650","  650"
"13:19:37:630","64409134548066"," 319.761","  39.593"," 3100"," 3000"," 3100"," 3100","  15.528","4019.821","1116.617","  13.921","3485.833"," 968.287"," 99","0"," 90","101","   0.770"," 259.978","  72.216","  28.000","  650","  650"
"13:19:37:730","64409404632666"," 319.861","  40.676"," 3099"," 3000"," 3100"," 3100","  15.602","4021.382","1117.051","  14.009","3487.234"," 968.676"," 97","0"," 91","102","   0.769"," 260.055","  72.238","  28.000","  650","  650"
"13:19:37:830","64409674723605"," 319.961","  43.178"," 3099"," 2900"," 3100"," 3098","  15.753","4022.958","1117.488","  14.035","3488.638"," 969.066"," 99","0"," 91","102","   0.917"," 260.147","  72.263","  28.000","  500","  500"
"13:19:37:930","64409944827825"," 320.061","  41.889"," 3100"," 3000"," 3100"," 3100","  15.416","4024.500","1117.917","  13.788","3490.017"," 969.449"," 98","0"," 92","102","   0.872"," 260.234","  72.287","  28.000","  500","  500"
"13:19:38:030","64410215302350"," 320.162","  39.547"," 3099"," 3000"," 3100"," 3100","  15.473","4026.050","1118.347","  13.866","3491.406"," 969.835","100","0"," 90","102","   0.752"," 260.309","  72.308","  28.000","  500","  500"
"13:19:38:131","64410487037553"," 320.262","  39.778"," 3100"," 3000"," 3100"," 3100","  15.580","4027.618","1118.783","  13.981","3492.813"," 970.226"," 98","0"," 90","101","   0.776"," 260.387","  72.330","  28.000","  500","  500"
"13:19:38:231","64410757357815"," 320.362","  41.506"," 3099"," 3000"," 3100"," 3098","  15.542","4029.174","1119.215","  13.873","3494.202"," 970.612"," 99","0"," 93","102","   0.864"," 260.474","  72.354","  28.000","  500","  500"
"13:19:38:331","64411027585026"," 320.462","  47.807"," 3100"," 3000"," 3100"," 3100","  17.326","4030.908","1119.697","  15.169","3495.721"," 971.033"," 99","0"," 93","102","   1.261"," 260.600","  72.389","  28.000","  850","  850"
"13:19:38:431","64411297764282"," 320.563","  39.409"," 3100"," 3000"," 3100"," 3096","  15.380","4032.447","1120.124","  13.752","3497.097"," 971.416"," 98","0"," 92","101","   0.808"," 260.681","  72.411","  28.000","  850","  850"
"13:19:38:531","64411568206314"," 320.663","  38.249"," 3100"," 3000"," 3100"," 3100","  15.050","4033.955","1120.543","  13.450","3498.444"," 971.790"," 98","0"," 90","101","   0.742"," 260.755","  72.432","  28.000","  850","  850"
"13:19:38:631","64411838584401"," 320.763","  41.487"," 3096"," 2900"," 3100"," 3100","  15.992","4035.556","1120.988","  14.215","3499.867"," 972.185"," 98","0"," 90","101","   0.890"," 260.844","  72.457","  28.000","  800","  800"
"13:19:38:731","64412108756739"," 320.863","  38.905"," 3099"," 3000"," 3100"," 3100","  15.294","4037.086","1121.413","  13.679","3501.236"," 972.566"," 99","0"," 91","101","   0.821"," 260.927","  72.480","  28.000","  800","  800"
"13:19:38:831","64412379215697"," 320.963","  39.943"," 3099"," 2900"," 3100"," 3100","  15.130","4038.602","1121.834","  13.523","3502.591"," 972.942"," 98","0"," 92","102","   0.781"," 261.005","  72.501","  28.000","  800","  800"
"13:19:38:932","64412649660309"," 321.063","  39.711"," 3099"," 2900"," 3100"," 3098","  14.975","4040.102","1122.251","  13.368","3503.930"," 973.314"," 97","0"," 90","100","   0.821"," 261.087","  72.524","  28.000","  800","  800"
"13:19:39:032","64412920088517"," 321.163","  41.684"," 3098"," 2900"," 3100"," 3100","  14.904","4041.595","1122.665","  13.297","3505.262"," 973.684"," 97","0"," 92","100","   0.888"," 261.176","  72.549","  28.000","  800","  800"
"13:19:39:132","64413191263776"," 321.264","  43.171"," 3098"," 2900"," 3100"," 3100","  15.352","4043.137","1123.093","  13.624","3506.630"," 974.064"," 97","0"," 90","100","   1.026"," 261.279","  72.578","  28.000","  700","  700"
"13:19:39:232","64413461471811"," 321.364","  40.741"," 3098"," 2900"," 3100"," 3100","  14.904","4044.628","1123.508","  13.303","3507.961"," 974.434"," 96","0"," 90","101","   0.849"," 261.364","  72.601","  28.000","  700","  700"
"13:19:39:332","64413731624436"," 321.464","  47.668"," 3096"," 2900"," 3100"," 3099","  17.050","4046.334","1123.982","  14.820","3509.444"," 974.846"," 99","0"," 91","100","   1.302"," 261.494","  72.637","  28.000","  850","  850"
"13:19:39:432","64414001751228"," 321.564","  41.166"," 3100"," 2900"," 3100"," 3100","  15.292","4047.864","1124.407","  13.682","3510.813"," 975.226"," 98","0"," 91","101","   0.897"," 261.584","  72.662","  28.000","  850","  850"
"13:19:39:532","64414271829846"," 321.664","  41.455"," 3099"," 2900"," 3100"," 3098","  15.747","4049.439","1124.844","  13.897","3512.203"," 975.612"," 98","0"," 90"," 99","   1.036"," 261.688","  72.691","  28.000","  800","  800"
"13:19:39:632","64414542091572"," 321.764","  40.399"," 3099"," 3000"," 3100"," 3100","  14.943","4050.935","1125.260","  13.359","3513.540"," 975.983"," 99","0"," 93","100","   0.834"," 261.771","  72.714","  28.000","  800","  800"
"13:19:39:733","64414812578751"," 321.864","  40.032"," 3099"," 3000"," 3100"," 3100","  14.668","4052.404","1125.668","  13.074","3514.850"," 976.347"," 97","0"," 90","100","   0.859"," 261.857","  72.738","  28.000","  800","  800"
"13:19:39:833","64415082778569"," 321.964","  41.815"," 3098"," 2900"," 3100"," 3098","  14.900","4053.896","1126.082","  13.311","3516.182"," 976.717"," 98","0"," 91"," 99","   0.861"," 261.943","  72.762","  28.000","  800","  800"
"13:19:39:933","64415352845007"," 322.064","  41.868"," 3099"," 2900"," 3100"," 3100","  15.118","4055.408","1126.502","  13.419","3517.524"," 977.090"," 99","0"," 90","100","   0.946"," 262.038","  72.788","  28.000","  650","  650"
"13:19:40:033","64415623275756"," 322.165","  45.363"," 3100"," 2900"," 3100"," 3098","  15.080","4056.918","1126.922","  13.450","3518.871"," 977.464"," 97","0"," 90","100","   1.004"," 262.139","  72.816","  28.000","  650","  650"
"13:19:40:133","64415893523532"," 322.265","  45.149"," 3099"," 2900"," 3100"," 3100","  14.996","4058.419","1127.339","  13.384","3520.211"," 977.836"," 99","0"," 90"," 99","   0.912"," 262.230","  72.842","  28.000","  650","  650"
"13:19:40:233","64416163880718"," 322.365","  46.783"," 3098"," 2900"," 3100"," 3096","  14.958","4059.917","1127.755","  13.348","3521.548"," 978.208"," 97","0"," 90","100","   0.984"," 262.328","  72.869","  28.000","  650","  650"
